Numéro notice,Titre,Auteur,Titre Périodique,Volume,Numéro,Date,DateDébut,DateFin,Collation,Editeur,Lieu,Notes,Type,Sujets
128,Brasse-Camarade,"TRAHAM, Charles",Clik,,25,septembre 1991,1991-09-01,1991-09-30,p. 18-20,,,,Entrevue,"Brasse-Camarade|Lamoureux, Pierre|Lamoureux, François|Bondi, Arnold|rock|chanter en français|identité|musique dans les écoles|engagement"
129,Plus-que-parfait,"DIONNE, Bernard",Clik,3,12,juin 1989,1989-06-01,1989-06-30,p. 16-17,,,,Portrait,"Plus-que-parfait|rock|Lamoureux, François|Lalonde, Jean-Marc|Desroches, Yves|chanter en français"
130,Le merveilleux monde de Shah Loskar,"TREMBLAY, Pierre-Mathieu",Liaison,,115,été 2002,2002-06-21,2002-09-21,p. 54,,,,Portrait,"Le Shah Loskar (Jean Chéry)|Le merveilleux monde de Loskarville, Vol 1|Loskarvillization|rap"
131,Konflit Dramatik. L'avenir est rempli de promesse!,"MADORE, Pierrette",Liaison,,104,novembre 1999,1999-11-01,1999-11-30,p. 23,,,,Portrait,"Konflit Dramatik|rap-rock|Berthiaume, Christian|Landry, Édouard|Proulx, André|Sauvé, Serge|Poulin, David|Coutu, Guy|Tremblay, Alain"
132,Qu'en sera-t-il lorsque le duo YD jouera pour nous ?,"PICHETTE, Marie-Hélène",Liaison,,116,automne 2002,2002-09-22,2002-12-20,p. 40,,,,Critique,"YD|Pepin, Yanik|Pichette, David|Pour nous autres"
133,Deux Saisons nouveau cru,"PICHETTE, Marie-Hélène",Liaison,,114,printemps 2004,2004-03-20,2004-06-20,p. 23-24,,,,Entrevue,"Deux Saisons|Plus ça change, moins c'est pareil|Lalonde, Jean-Marc|Grainger, Mathieu|Dubeau, Éric|Doyon, Nicolas|Przednowek, Marek|Godin, Jocelyn|La Grande virée de Deux Saisons|chansons traditionnelles"
134,Yvan Vollé La tête dans ses valises,"ROBITAILLE, Éric",Liaison,,113,hiver 2001,2001-12-21,2002-03-19,p. 20-21,,,,Portrait,"Vollé, Yvan (Yvan Bilodeau)|Yvan et les Voyous|Sans questions|Triste à Paris"
135,La musique de l'Ontario français : entre ici et ailleurs,"QUINTY, Serge",Liaison,,112,automne 2001,2001-09-22,2001-12-20,p. 20-22,,,,Analyse,"historique|situation actuelle|avenir|Kif-Kif|Swing|Ouimet, Jean-Michel|Les Ouimet|Hardis Moussaillons|Brasse-Camarade|Konflit Dramatik|Le Shah Loskar (Jean Chéry)|DiCaire, Véronic|Labelle, Jean-Guy (Chuck)|Terre fragile|Demers, Paul|En Bref|Yvan et les Voyous|Chaizes Muzikales|Tout l'univers|Procréation|Ouimet, Marie-Andrée|Complicité|Berthiaume, Annie|Séguin, Manon|Dubeau, Éric|Deux Saisons|Les Étrangers|Latreille, Éric"
136,Jonathan au coeur des comédies musicales,"MADORE, Pierrette",Liaison,,111,été 2001,2001-06-21,2001-09-21,p. 19,,,,Portrait,"Fillion, Jonathan"
137,Les dessous de CANO,"MARCHILDON, Daniel",Liaison,,111,été 2001,2001-06-21,2001-09-21,p. 16-17,,,,Critique,"CANO-musique|Paiement, André|CANO (documentaire)"
138,"Éric Dubeau : tendre, mais pas con...","ROBITAILLE, Éric",Liaison,,111,été 2001,2001-06-21,2001-09-21,p. 14-15,,,,Portrait,"Dubeau, Éric|Par chez nous|Coeur et âme|chanson en anglais"
139,Le 1er Gala de la chanson et de la musique franco-ontariennes. En avant la musique!,,Liaison,,110,printemps 2001,2001-03-20,2001-06-20,p. 42,,,,Annonce,Gala de la chanson et de la musique franco-ontariennes|prix Trille Or
140,En harmonie avec Vandou,"MADORE, Pierrette",Liaison,,110,printemps 2001,2001-03-20,2001-06-20,p. 32,,,,Portrait,"Vandou|Topp, Pandora|Doyon, Yves"
141,Continuité et renouveau,"PICHETTE, Marie-Hélène",Liaison,,110,printemps 2001,2001-03-20,2001-06-20,p. 22,,,,Critique,"Paiement, Lise|Denyse, Marie et Diane Marleau|Tour de trapèze|Ouimet, Jean-Michel"
142,Un avenir chaud pour Jean-Michel Ouimet,"MADORE, Pierrette",Liaison,,108,septembre 2000,2000-09-01,2000-09-30,p. 31-32,,,,Portrait,"Ouimet, Jean-Michel|Les Ouimet"
143,Manon Séguin sur les traces de Céline,"MADORE, Pierrette",Liaison,,107,été 2000,2000-06-21,2000-09-21,p. 29-30,,,,Portrait,"Séguin, Manon|J'ai rêvé Céline"
144,Swing : La chanson sacrée. Quand le folklore et le techno fusionnent,"QUESNEL, Christian",Liaison,,106,printemps 2000,2000-03-20,2000-06-20,p. 18,,,,Critique,"Swing|La chanson sacrée|Bénac, Michel|Lalonde, Bobby|folklore|techno|reggae"
145,Sur la route de Dominique Saint-Pierre,"PSENAK, Stefan",Liaison,,106,printemps 2002,2002-03-20,2002-06-20,p. 6-9,,,,Portrait,"Saint-Pierre, Dominique|Kif-Kif|Iceberg"
146,Quand la Huronie s'amène chez nous,"MADORE, Pierrette",Liaison,,105,janvier 2000,2000-01-01,2000-01-31,p. 14,,,,Portrait,"Dubeau, Éric|Par chez nous|chanson en anglais"
147,Deux saisons toute l'année,"PICHETTE, Marie-Hélène",Liaison,,105,janvier 2000,2000-01-01,2000-01-31,p. 6-9,,,,Portrait,"Deux Saisons|Doyon, Nicolas|Lalonde, Jean-Marc|Larivière, Fritz|Pichette, David|Przednowek, Marek|folklore|Au bal des bois|industrie"
148,Artiste en résidence au MIFO. La route mène Serge Monette au Centre culturel d'Orléans,"LABERGE, Stéphane|BASTIEN, Karine",Liaison,,103,septembre 1999,1999-09-01,1999-09-30,p. 35-36,,,,Portrait,"Monette, Serge|MIFO (Mouvement d'implication francophone d'Orléans)|Demers, Paul|Cormoran"
149,Jean-Michel Ouimet : Premier-né,"PICHETTE, Marie-Hélène",Liaison,,103,septembre 1999,1999-09-01,1999-09-30,p. 20,,,,Critique,"Ouimet, Jean-Michel|Procréation|instrumental"
150,Yvan Vollé : Triste à Paris,"PICHETTE, Marie-Hélène",Liaison,,102,mai 1999,1999-05-01,1999-05-31,p. 22,,,,Critique,"Vollé, Yvan (Yvan Bilodeau)|Triste à Paris|chanson en anglais|Babin, Nicole"
151,La chanson populaire franco-ontarienne dans un cul-de-sac?,"PELLETIER, Nathalie",Liaison,,101,mars 1999,1999-03-01,1999-03-31,p. 13-17,,,,Analyse,diffusion|radio|APCM (Association des professionnels de la chanson et de la musique)|industrie
152,Ce qu'ils m'ont chanté,"PICHETTE, Marie-Hélène",Liaison,,100,janvier 1999,1999-01-01,1999-01-31,p. 27,,,,Critique,"Ce qu'ils m'ont chanté 1948-1958|Lemieux, Germain|Centre franco-ontarien de folklore de Sudbury|Labelle, Jean-Guy (Chuck)"
153,"La ""Tournée des villages""... mission accomplie!","LABERGE, Stéphane",Liaison,,99,novembre 1998,1998-11-01,1998-11-30,p. 26-27,,,,Compte rendu,"Juteau, Richard|Poisson, Robert|La Tournée des villages|spectacle communautaire"
154,Un rendez-vous fait d'émotion et de générosité,"PICHETTE, Marie-Hélène",Liaison,,99,novembre 1998,1998-11-01,1998-11-30,p. 25,,,,Critique,"Demers, Paul|D'hier à toujours|Desbiens, Patrice|Aymar, Marcel|Dallaire, Michel"
155,Musique franco-ontarienne : La troisième vague,"QUINTY, Serge",Liaison,,98,septembre 1998,1998-09-01,1998-09-30,p. 14-15,,,,Analyse,historique|influence américaine|rock|jeunes
156,Révélations de la passion intérieure,"PICHETTE, Marie-Hélène",Liaison,,95,janvier 1998,1998-01-01,1998-01-31,p. 28,,,,Critique,"Poulin, Jean|Entre tes cuisses|MIFO (Mouvement d'implication francophone d'Orléans)"
157,Un premier effort pas dénué d'intérêt,"PICHETTE, Marie-Hélène",Liaison,,95,janvier 1998,1998-01-01,1998-01-31,p. 28,,,,Critique,Les Francglais|Quasi-débranché ou dépluggé ?|chanson bilingue|chanson en anglais
158,La 25e Nuit sur l'étang,"GAUTHIER, Stéphane",Liaison,,97,mai 1998,1998-05-01,1998-05-31,p. 36-38,,,,Compte rendu,"La Nuit sur l'étang|Paquette, Robert|Aymar, Marcel|Labelle, Jean-Guy (Chuck)|Demers, Paul|Poliquin, Donald|Matante Florence|Brasse-Camarade|Doyon, Yves|Topp, Pandora|Lemieux, François|CANO-musique|Dalpé, Jean Marc|contes urbains|Dickson, Robert|Prix du Nouvel-Ontario"
159,"25 ans, 25 chansons",,Liaison,,97,mars 1998,1998-03-01,1998-03-31,p. 26,,,,Critique,"La Nuit sur l'étang, Sudbury (Nouvel-Ontario), 1973-1998|artistes variés"
160,Hors des sentiers,,Liaison,,97,mars 1998,1998-03-01,1998-03-31,p. 26,,,,Critique,"Matante Florence|Matante Florence (éponyme)|Alain, Joël|Guillemette, Éric|Paquette, Jason|Roy, Lia"
161,"D'hier à toujours, Paul Demers étonne",,Liaison,,97,mai 1998,1998-05-01,1998-05-31,p. 23,,,,Annonce,"Demers, Paul|D'hier à toujours|Dallaire, Michel|Desbiens, Patrice"
162,L'histoire d'une chanson,"DOYON, Yves",Liaison,,95,janvier 1998,1998-01-01,1998-01-31,p. 25,,,,Reportage,"Doyon, Yves|Je n'aurais qu'à lui dire"
163,Nouveautés,"PICHETTE, Marie-Hélène",Liaison,,94,novembre 1997,1997-11-01,1997-11-30,p. 20,,,,Critique,"Landry, Marc|Marc Landry live|Berthiaume, Annie|Le Secret"
164,Brasse-Camarade : «mille raisons» de conquérir le Portugal,"BÉLANGER, Odette",Liaison,,94,novembre 1997,1997-11-01,1997-11-30,p. 17,,,,Annonce,Brasse-Camarade|Mille raisons|Les Étrangers
165,Un étrange déjà-vu...,"PICHETTE, Marie-Hélène",Liaison,,93,septembre 1997,1997-09-01,1997-09-30,p. 24,,,,Critique,Brasse-Camarade|Les Étrangers|rock
166,Un premier opéra-blues,"PICHETTE, Marie-Hélène",Liaison,,93,septembre 1997,1997-09-01,1997-09-30,p. 24,,,,Critique,"Roy, Joëlle|Capitaine|opéra-blues|spectacle"
167,Jean-Guy Chuck Labelle : suivre la route d'une terre fragile,,Liaison,,93,septembre 1997,1997-09-01,1997-09-30,p. 21,,,,Texte d'information,"Labelle, Jean-Guy (Chuck)|Terre fragile|country|Paquette, Robert|Dallaire, Michel"
168,Trois nouveaux albums lancés à Sudbury,"PICHETTE, Marie-Hélène",Liaison,,92,mai 1997,1997-05-01,1997-05-31,p. 25,,,,Critique,"En Bref|En Bref (éponyme)|Chaizes Muzikales|Rose au vent|Labelle, Jean-Guy (Chuck)|Terre fragile|Doyon, Yves"
169,Sur un ton intimiste,"DES BECQUETS, Jacques",Liaison,,90,janvier 1997,1997-01-01,1997-01-31,p. 31,,,,Critique,"Dubeau, Éric|Par chez nous|accoustique"
170,Mémoire vive. Garolou,"QUINTY, Serge",Infomag,3,5,,,,p. 29,,,,Critique,Garolou|Mémoire vive|pop-rock
171,Vandou. Vandou,"QUINTY, Serge",Infomag,4,1,,,,p. 39,,,,Critique,"Vandou|Vandou (éponyme)|jazz-blues|Doyon, Yves|Topp, Pandora"
172,Complicité. Les Ouimet,"QUINTY, Serge",Infomag,4,6,mai - juin 2001,2001-05-01,2001-06-30,p. 33,,,,Critique,"Les Ouimet|Complicité|Ouimet, Jean-Michel|Ouimet, Marie-Andrée"
173,Fiers! Artistes divers,"QUINTY, Serge",Infomag,5,1,juillet - août 2001,2001-07-01,2007-08-31,p. 19,,,,Critique,Fiers!|Fédération de la jeunesse franco-ontarienne|artistes variés|histoire de l'Ontario français|outil pédagogique
174,Sans question. Yvan Vollé,"QUINTY, Serge",Infomag,5,3,novembre - décembre 2001,2001-11-01,2001-12-31,p. 33,,,,Critique,"Vollé, Yvan (Yvan Bilodeau)|Sans questions|blues|funk"
175,Hors d'oeuvre. Konflit Dramatik,"QUINTY, Serge",Infomag,5,4,janvier - février 2002,2002-01-01,2002-02-28,p. 31,,,,Critique,"Konflit Dramatik|Hors d'oeuvre|rap|rock|Berthiaume, Christian|Poulin, David"
176,Ontario pop. Myriade de prix,,Liaison,,83,septembre 1995,1995-09-01,1995-09-30,p. 49,,,,Annonce,"Ontario Pop|Vafaï, Sara|Lafontaine, Martine|auteur-compositeur-interprète|interprète|prix du public|prix du meilleur texte|Perreault, Guy|Moi, la terre"
177,La jeune chanson ontaroise,"DES BECQUETS, Jacques",Liaison,,87,mai 1996,1996-05-01,1996-05-31,p. 14-20,,,,Portrait,"Cormoran|Monette, Serge|Grylls, Jacques|Latreille|rock|Latreille, Éric|Racine, Éric|Lavictoire, Serge|Castonguay, Patrick|Dubé, Luc|Les Bambins|Fetterly, Warren|Bulger, Jennifer|Fournier, Jules-Pierre|Legault, Brigitte|Bureau, Pierre|Chaizes Muzikales|Paquette, Stéphane (Stef)|Coutu, Guy|Poulin, David|Peplinski, Chris|Tremblay, Alain|Vision affaiblie|Grainger, Mathieu|Paré, Marc|Fournier, Rémi|Meloche, Jean-François|Yvan et les Voyous|Legault, PIerre|Lalonde, Jean-Marc|Vollé, Yvan (Yvan Bilodeau)|Halman, Ian|Buffet|La Brunante à la SRC"
178,La fertile solitude de Philippe Flahaut,"DENIS, Dominique",L'Express de Toronto,,,30 mars - 5 avril 2004,2004-03-30,2004-04-05,p. 10,,,,Critique,"Flahaut, Philippe|Seul avec les autres"
179,"Petite-Vallée, grandes chansons","DENIS, Dominique",L'Express,,,2 - 8 décembre 2003,2003-12-02,2003-12-08,p. 10,,,,Critique,"Le masque de Z|ZPN (Muipatavi, David)|rap"
180,L'univers Dissimulé d'un Konflit Dramatik en expansion ?,"DENIS, Dominique",Liaison,,121,hiver 2003 - 2004,2003-12-21,2004-03-19,p. 45,,,,Critique,"Konflit Dramatik|Univers dissimulé|rap|rock|Poulin, David|Berthiaume, Christian|chanson bilingue"
181,Konflit Dramatik brasse la cage,"DENIS, Dominique",L'Express,,,17 - 23 juin 2003,2003-06-17,2003-06-23,p. 8,,,,Critique,Konflit Dramatik|Univers dissimulé|rap|chanson bilingue
182,Au rendez-vous de Reggiani. L'invitation au voyage...,"DENIS, Dominique",L'Express,,,18 - 24 mars 2003,2003-03-18,2003-03-24,p. 8,,,,Critique,"Tremblay-Beaulieu, Antoine|Que la fête débute"
183,"Philippe Flahaut, entre Rive-Gauche et South Side","DENIS, Dominique",L'Express de Toronto,,,16 - 22 avril 2002,2002-04-16,2002-04-22,p. 9,,,,Portrait,"Flahaut, Philippe|blues|Le chien"
184,Féminin Pluriel,"DENIS, Dominique",L'Express de Toronto,,,30 avril - 5 mai 2002,2002-04-30,2002-05-05,p. 11,,,,Critique,"DiCaire, Véronic|Feel Happy|Véronic DiCaire (éponyme)|pop|chanson bilingue"
185,L'espace ontarois,"LEBLANC, Benoït",Chansons d'aujourd'hui,3,14,juillet 1991,1991-07-01,1991-07-31,p. 13-14,,,,Portrait,"Lalonde, Michel|Délit de suite|Aymar, Marcel|Scott, Micheline|diffusion|Myner, Janie (Renée, Janie)|DiCaire, Nathalie|Paiement, Michel|Brasse-Camarade|Demers, Paul|Paul Demers (éponyme)"
186,Capitaine. Joëlle Roy,"QUINTY, Serge",Infomag,1,2,septembre - octobre 1997,1997-09-01,1997-10-31,p. 30,,,,Critique,"Roy, Joëlle|Capitaine|opéra-blues|Latreille|Latreille (éponyme)|rock"
187,Nos artistes siphonnés par Montréal. Traîtres ou ambassadeurs ?,"QUINTY, Serge",Infomag,1,4,janvier - février 1998,1998-01-01,1998-02-28,p. 12-14,,,,Portrait,"Paquette, Robert|diffusion|exode d'artistes|Demers, Paul|APCM (Association des professionnels de la chanson et de la musique)|infrastructure"
188,Nouveau Steel. Bob Taillefer,"QUINTY, Serge",Infomag,1,4,janvier - février 1998,1998-01-01,1998-02-28,p. 30,,,,Critique,"Taillefer, Robert (Bob)|Nouveau Steel|jazz"
189,Pour une 25e fois les Franco-ontariens frayent vers la Nuit sur l'étang,"DESAULNIERS, Rachel",Infomag,1,5,mars - avril 1998,1998-03-01,1998-04-30,p. 12-14,,,,Reportage,"La Nuit sur l'étang|historique|Paquette, Robert|Paiement, André|CANO-musique|Aymar, Marcel"
190,Le retour de Paul Demers,"QUINTY, Serge",Infomag,1,6,mai - juin 1998,1998-05-01,1998-06-30,p. 27,,,,Entrevue,"Demers, Paul|D'hier à toujours|Desbiens, Patrice"
191,Entre tes cuisses. Jean Poulin,"QUINTY, Serge",Infomag,1,5,mars - avril 1998,1998-03-01,1998-04-30,p. 30,,,,Critique,"Poulin, Jean|Entre tes cuisses|rock|jazz-blues|chanson en anglais"
192,La Nuit sur l'étang 1973-1998. Artistes divers,"QUINTY, Serge",Infomag,1,6,mai - juin 1998,1998-05-01,1998-06-30,p. 31,,,,Critique,"La Nuit sur l'étang, Sudbury (Nouvel-Ontario), 1973-1998|artistes variés|Matante Florence|folk-rock|Roy, Lia|Guillemette, Éric|Alain, Joël|Paquette, Jason|Labelle, Jean-Guy (Chuck)"
193,Le bal des bois. Deux Saisons,"QUINTY, Serge",Infomag,2,3,novembre - décembre 1998,1998-11-01,1998-12-31,p. 31,,,,Critique,Deux Saisons|Le bal des bois
194,"Réseau Ontario, première édition","QUINTY, Serge",Infomag,2,3,novembre - décembre 1998,1998-11-01,1998-12-31,p. 31,,,,Critique,Réseau Ontario|tournées|APCM (Association des professionnels de la chanson et de la musique)|organismes culturelles|Théâtre Action|ACCO (Assemblée des centres culturels de l'Ontario)
195,"La musique de Brasse-Camarade : sans elle, on ne fonce pas","RICHER, Paulette",Liaison,,81,mars 1995,1995-03-01,1995-03-31,p. 42,,,,Critique,"Brasse-Camarade|Fonce!|Lamoureux, François|Lamoureux, Pierre|Rideout, Tim"
196,D'hier à aujourd'hui. Paul Demers,"QUINTY, Serge",Infomag,2,4,,,,p. 31,,,,Critique,"Demers, Paul|D'hier à toujours|folk-rock|Monette, Serge|Aymar, Marcel|Dallaire, Michel|Desbiens, Patrice|Trudel, Sylvie"
197,Triste à Paris. Yvan Vollé,"QUINTY, Serge",Infomag,2,6,mai - juin 1999,1999-05-01,1999-06-30,p. 27,,,,Critique,"Vollé, Yvan (Yvan Bilodeau)|Triste à Paris"
198,"Ontario pop a dix ans... et puis, après ?","DEMERS, Paul",Liaison,,82,mai 1995,1995-05-01,1995-05-31,p. 17,,,,Opinion,Ontario Pop
199,Labelle histoire de Chuck,"GAGNON, Paulette",Liaison,,82,mai 1995,1995-05-01,1995-05-31,p. 14-16,,,,Portrait,"Labelle, Jean-Guy (Chuck)|Dallaire, Michel|Rodéo Drive|Paquette, Robert|Mokombo|Child|Chuck"
200,Poésie enivrante sur fond d'écran géant : l'audible suggère l'invisible,"JOUBERT, Renaud",Liaison,,81,mars 1995,1995-03-01,1995-03-31,p. 43,,,,Critique,"Cris et Blues|Aymar, Marcel|Live à Coulson|Dalpé, Jean Marc|poésie|rock|jazz|blues"
201,Brasse-Camarade personnalité de l'année,"FRANCOEUR, Mireille",Liaison,,75,janvier 1994,1994-01-01,1994-01-31,p. 4-7,,,,Portrait,"Brasse-Camarade|Lamoureux, François|Lamoureux, Pierre|Bondi, Arnold|Pistilli, Jim"
202,Nos «vieux routiers» ont le mot de la fin,"RICHER, Paulette",Liaison,,68,septembre 1992,1992-09-01,1992-09-30,p. 30-32,,,,Entrevue,"Demers, Paul|Paquette, Robert|avenir|Leboeuf, Breen|La Nuit sur l'étang|Festival Franco-ontarien|APCM (Association des professionnels de la chanson et de la musique)|Aymar, Marcel|AWI "
203,Le Sud-Ouest ontarien en musique et en chanson,"ALBERT, Pierre",Liaison,,68,septembre 1992,1992-09-01,1992-09-30,p. 29,,,,Critique,"Le Sud-Ouest ontarien en musique et en chanson|Bastien, Richard|Bénéteau, Marcel|AWI |Lozon, Michelle|Lévesque, Marc"
204,Cherchez la femme. Je cours les concours,"RICHER, Paulette",Liaison,,68,septembre 1992,1992-09-01,1992-09-30,p. 28,,,,Opinion,Ontario Pop|femme
205,Ontario pop 1991 : Carine Karkour et Thalie D'Amour,"ALBERT, Pierre",Liaison,,68,septembre 1992,1992-09-01,1992-09-30,p. 28,,,,Critique,"Karkour, Carine|D'Amour, Thalie"
206,Deux témoignages. Le pari de la chanson,"RICHER, Paulette",Liaison,,68,septembre 1992,1992-09-01,1992-09-30,p. 26-27,,,,Reportage,"relève|Lanthier, André|Brasse-Camarade|Lamoureux, François|Lamoureux, Pierre|de Grandmont, Richard"
207,"Peut-on chanter en français, en Ontario, et survivre ? Qu'en pense Paul Tanguay ?","RICHER, Paulette",Liaison,,68,septembre 1992,1992-09-01,1992-09-30,p. 24-25,,,,Analyse,"diffusion|problèmes financiers|Tanguay, Paul|industrie"
208,Les murs de nos villages n'ont pas d'oreilles. Le micro est-il branché ?,"RICHER, Paulette",Liaison,,68,septembre 1992,1992-09-01,1992-09-30,p. 20-23,,,,Reportage,Ontario Pop|infrastructure|diffusion|APCM (Association des professionnels de la chanson et de la musique)|Festival Franco-ontarien
209,"Arts, Culture et Patrimoine. Une vision globale de développement","SYLVESTRE, Paul-François",Liaison,,63,septembre 1991,1991-09-01,1991-09-30,p. 8-9,,,,Texte d'information,"Demers, Paul|organismes culturelles|Sommet de la francophonie ontarienne|arts et culture"
210,"Ontario Pop, six ans plus tard. Des années de bon cru et de moyen cru","MARCHILDON, Gilles",Liaison,,63,septembre 1991,1991-09-01,1991-09-30,p. 4-6,,,,Texte d'information,"Ontario Pop|Radio-Canada|Myner, Janie (Renée, Janie)|Lanoix, Joëlle|Roy, Joëlle|St-Pierre, Sylvie|McConnell, Dympna|Prévost, Corrinne|Cyr, Alain|DiCaire, Nathalie|Barrette, Simon|Côté, Julie|D'Amour, Thalie|Karkour, Carine"
211,Ontario Pop. Beaucoup plus qu'un concours,"SÉGUIN, Barbara",Liaison,,48,septembre 1988,1988-09-01,1988-09-30,p. 12-13,,,,Texte d'information,"Ontario Pop|Paiement, Lise|McConnell, Dympna|Prévost, Corrinne"
212,"Paul Demers, au bout de soi : Via la tendresse","PAYANT, Chantal",Liaison,,38,printemps 1986,1986-03-20,1986-06-20,p. 37-39,,,,Entrevue,"Demers, Paul|Purlaine|industrie|Bourse Bertrand|Bourse André Paiement"
213,Spécial du jour : Du rock nouveau... plain de surprise,"MONTREUIL, Jacinthe",Liaison,,38,printemps 1986,1986-03-20,1986-06-20,p. 45,,,,Portrait,"Spécial du jour|Bégin, Isabelle|Beaudoin, Louise"
214,Les chansonniers hors-Québec à Montréal : Un impact éphémère,"MESSADIÉ, Janine",Liaison,,37,hiver 1985 - 1986,1985-12-21,1986-03-19,p. 24-25,,,,Reportage,"Paquette, Robert|chanson bilingue"
215,Des camarades qui brassent,"MARCHILDON, Gilles",Liaison,,65,janvier 1992,1992-01-01,1992-01-31,p. 6-7,,,,Portrait,"Brasse-Camarade|rock|Lamoureux, François|Lamoureux, Pierre|Bondi, Arnold|identité|culture"
216,Essouflement d'une génération de musique franco-ontarienne,"MARCHILDON, Daniel",Liaison,,46,mars 1988,1988-03-01,1988-03-31,p. 56,,,,Critique,"Paquette, Robert|Europe|Moi, je viens du Nord|CANO-musique|Visible|relève|chanson en anglais"
217,Robert Paquette. Un pays : son métier,"HAENTJENS, Marc",Liaison,,33,hiver 1984 - 1985,1984-12-21,1985-03-19,p. 35-37,,,,Portrait,"Paquette, Robert|Paiement, André|CANO-musique|CANO|Gibson, Gary|Germain, Pierre|Pierre et le papillon|Laframboise, Donald|industrie"
218,La diffusion en jeu,"HAENTJENS, Marc",Liaison,,61,mars 1991,1991-03-01,1991-03-31,p. 27-29,,,,Analyse,diffusion|APCM (Association des professionnels de la chanson et de la musique)
219,L'enseignement de la musique dans les écoles secondaires : Si le prof y croit,"DESORMEAUX, Lyne",Liaison,,38,printemps 1986,1986-03-20,1986-06-20,p. 49-51,,,,Reportage,enseignement de la musique|jeunes
220,Robert Paquette. Moi j'viens du Nord,"RIOUX, Jacques",Chansons,18,4,juillet - août 1995,1995-07-01,1995-08-31,p. 21,,,,Critique,"Paquette, Robert|Moi, je viens du Nord|compilation"
221,Une chanson qui s'organise,"BÉLANGER, Louis",Liaison,,57,mai 1990,1990-05-01,1990-05-31,p. 8-9,,,,Texte d'information,"La Nuit sur l'étang|Paquette, Robert|Aymar, Marcel|Demers, Paul|prix CBON|DiCaire, Nathalie|Enfant sage|Bourse Bertrand|Myner, Janie (Renée, Janie)|Avril|prix La Chaîne|Zydeco pour Magalie|Prix du Nouvel-Ontario|APCM (Association des professionnels de la chanson et de la musique)"
222,La Nuit sur l'étang 20e anniversaire,,Liaison,,71,mars 1993,1993-03-01,1993-03-31,p. 46,,,,Texte d'information,"La Nuit sur l'étang|Garolou|Poliquin, Donald|Paquette, Robert|Aymar, Marcel|Demers, Paul|Brasse-Camarade|Karkour, Carine|Paiement, André|Brouhaha|Gauthier, Bourbon"
223,Musique Au. Disque de l'APCM,,Liaison,,71,mars 1993,1993-03-01,1993-03-31,p. 46,,,,Texte d'information,APCM (Association des professionnels de la chanson et de la musique)|artistes variés
224,André Paiement (1950-1978) : avant tout un homme de son temps,"GAGNÉ, Joseph",L'Orignal déchaîné,18,6,16 février 2005,2005-02-16,2005-02-16,p. 11,,,,Compte rendu,
225,26e édition le 6 mars à Sudbury. La Nuit sur l'étang s'ouvre sur le monde,,L'Express de Toronto,,,2 - 8 février 1999,1999-02-02,1999-02-08,p. 1,,,,Annonce,"La Nuit sur l'étang|Demers, Paul|Ado et les Unis|Contraste|Vision affaiblie|Latreille|Dubeau, Éric"
226,It's that outlandish outlander charm,"RODRIGUEZ, Juan",The Gazette,,,11 novembre 2006,2006-11-11,2006-11-11,p. E12,,,,Entrevue,"Robitaille, Damien|chanter en français"
227,Contact ontarois 2003 : une industrie du spectacle en santé!,"FLEURY, Isabelle",Liaison,,118,printemps 2003,2003-03-20,2003-06-20,p. 32,,,,Texte d'information,Contact Ontario|Réseau Ontario|tournées|diffusion
228,Un Festival franco-ontarien riche... mais perturbé par mère Nature,"DORÉ, Laurie",Liaison,,120,automne 2003,2003-09-22,2003-12-20,p. 16,,,,Compte rendu,"Festival Franco-ontarien|Ontario Pop|Vollebekk, Leif|Lalonde, Isabelle"
229,Un équilibre à viser...,"SAVOIE, Paul",Liaison,,122,printemps 2004,2004-03-20,2004-06-20,p. 30-32,,,,Entrevue,"Dubeau, Éric|écriture|industrie|langue|Conseil des arts de l'Ontario (CAC)"
230,Les héritiers d'André Paiement,"HAENTJENS, Marc",Liaison,,123,été 2004,2004-06-21,2004-09-21,p. 7-8,,,,Analyse,"Paiement, André|relève|Konflit Dramatik|culture|institutions|communauté artistique"
231,La chanson franco-ontarienne. Les jeunes prennent leur place,"MELANÇON, Johanne",Liaison,,123,été 2004,2004-06-21,2004-09-21,p. 13-14,,,,Analyse,langue|Brasse-Camarade|Swing|Deux Saisons|Afro Connexion|Konflit Dramatik|relève|identité|école|La Nuit sur l'étang|chanson en anglais
232,La relève transfrontarienne,"CLÉMENT, Annie-Lise",Liaison,,123,été 2004,2004-06-21,2004-09-21,p. 9-12,,,,Portrait,"relève|Fairfield, Olivier|identité|Iceberg|Berthiaume, Christian|Konflit Dramatik|langue|poésie et musique|Cusson, Miriam"
233,Divisé : L'homme exponentiel. Les Singles de Stéphane Paquette,"ROBITAILLE, Éric",Liaison,,123,été 2004,2004-06-21,2004-09-21,p. 46,,,,Critique,"Paquette, Stéphane (Stef)|Les Singles|L'homme exponentiel"
234,Un nouveau souffle pour La Nuit sur l'étang,"MELANÇON, Johanne",Liaison,,124,automne 2004,2004-09-22,2004-12-20,p. 43,,,,Texte d'information,"La Nuit sur l'étang|Paquette, Stéphane (Stef)"
235,Pour fêter notre langue,"BRODEUR, Josée",Liaison,,124,automne 2004,2004-09-22,2004-12-20,p. 20,,,,Compte rendu,Festival Franco-ontarien
